name,roomname,homepage,location,maxprice,minprice,price,people,ranking,time,info_bathroom,info_bedroom,info_bogcheung,info_caravan,info_cook,info_crushedstone,info_deck,info_doubleroom,info_familyroom,info_glamping,info_grass,info_menonly,info_oceanview,info_ondolroom,info_organization,info_partyroom,info_pension,info_poolvilla,info_privatebbq,info_privatehouse,info_singlebed,info_spa,info_terrace,info_twinbed,info_unisex,info_womenonly,visitor_bathroom,visitor_bbq,visitor_bed,visitor_breakfast,visitor_bug,visitor_child,visitor_clean,visitor_concept,visitor_electricity,visitor_entertainment,visitor_facility,visitor_goodprice,visitor_hotwater,visitor_interior,visitor_kind,visitor_maintainance,visitor_mannertime,visitor_nearby,visitor_noise,visitor_parking,visitor_party,visitor_pet,visitor_photo,visitor_publictransport,visitor_rest,visitor_shade,visitor_sink,visitor_temperature,visitor_view,visitor_waterplay,visitor_wide,visitor_worthy
메이플 글램핑 카라반 1호점,신축패밀리글램핑,https://blog.naver.com/qkrtns100,경기 포천시 이동면 화동로 2236-25,"279,000원","109,000원",,기준 3인 (최대 5인),4.91,"영업시간
입실 15:00퇴실 11:00",1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,21,19,1,0,13,0,52,0,0,0,0,1,10,0,1,17,53,0,0,16,0,0,50,0,54,45,11,0,19,12,13,0
메이플 글램핑 카라반 1호점,가족글램핑(최대4인),https://blog.naver.com/qkrtns100,경기 포천시 이동면 화동로 2236-25,"289,000원","119,000원",,"기준 3인 (최대 4인)
2박 이상 예약 시 추가 1박 당 20,000원 할인",4.91,"영업시간
입실 15:00퇴실 11:00",1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,12,20,0,0,7,0,23,0,0,1,0,0,12,1,1,9,30,0,0,8,1,0,20,0,34,15,6,0,16,4,11,0
메이플 글램핑 카라반 1호점,"신축 애견펫글램핑(개별운동장,개별화장실)",https://blog.naver.com/qkrtns100,경기 포천시 이동면 화동로 2236-25,"249,000원","129,000원",,기준 2인 (최대 3인),4.91,"영업시간
입실 15:00퇴실 11:00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,2,1,9,0,0,0,1,0,4,0,0,8,7,0,0,14,0,0,3,0,7,7,6,1,8,3,2,0
동화힐링캠프 글램핑,Luxury 글램핑(풀옵션),http://www.dwhealingcamp.com/,경기 파주시 파평면 파평산로363번길 32-9,"375,000원","209,000원",,기준 2인 (최대 6인),4.42,"영업시간
입실 15:00퇴실 11:00",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,21,0,0,3,1,37,0,1,22,0,0,36,0,27,8,5,0,0,15,0,0,13,0,24,0,9,0,28,0,8,0
동화힐링캠프 글램핑,VIP 럭셔리 카라반,http://www.dwhealingcamp.com/,경기 파주시 파평면 파평산로363번길 32-9,"455,000원","249,000원",,기준 2인 (최대 6인),4.5,"영업시간
입실 15:00퇴실 11:00",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,14,49,0,0,10,0,49,0,0,22,0,0,25,0,44,21,18,0,0,30,0,0,17,0,50,1,3,1,32,1,14,0
동화힐링캠프 글램핑,VIP 럭셔리 커플 카라반,http://www.dwhealingcamp.com/,경기 파주시 파평면 파평산로363번길 32-9,"455,000원","249,000원",,기준 2인 (최대 4인),5,"영업시간
입실 15:00퇴실 11:00",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7,11,0,0,5,0,11,0,0,3,0,0,8,0,7,2,3,0,0,1,0,0,5,0,11,0,2,0,10,0,1,0
동화힐링캠프 글램핑,국내 실속형 카라반[숙박],http://www.dwhealingcamp.com/,경기 파주시 파평면 파평산로363번길 32-9,"375,000원","203,000원",,기준 2인 (최대 6인),4.5,"영업시간
입실 15:00퇴실 11:00",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,8,0,0,1,0,7,0,0,2,0,0,5,0,7,4,5,0,0,9,0,0,4,0,4,1,0,0,5,0,0,0
동화힐링캠프 글램핑,트레일러 하우스,http://www.dwhealingcamp.com/,경기 파주시 파평면 파평산로363번길 32-9,"315,000원","189,000원",,기준 2인 (최대 6인),4.48,"영업시간
입실 15:00퇴실 11:00",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,33,40,0,0,9,0,42,0,0,19,0,0,42,0,28,20,20,0,0,38,0,0,29,0,55,1,12,0,37,1,8,0
동화힐링캠프 글램핑,프리미엄 글램핑,http://www.dwhealingcamp.com/,경기 파주시 파평면 파평산로363번길 32-9,"295,000원","169,000원",,기준 2인 (최대 6인),4.33,"영업시간
입실 15:00퇴실 11:00",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,41,0,0,9,0,42,0,0,13,0,0,55,0,28,31,12,0,0,29,0,0,13,0,31,2,36,0,33,0,5,0
동화힐링캠프 글램핑,숲 속 글램핑,http://www.dwhealingcamp.com/,경기 파주시 파평면 파평산로363번길 32-9,"199,000원","119,000원",,기준 2인 (최대 4인),4.35,"영업시간
입실 15:00퇴실 11:00",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,25,0,0,6,0,30,0,0,17,0,0,20,0,32,30,14,0,0,32,0,0,13,0,33,2,22,0,25,0,0,0
동화힐링캠프 글램핑,온더힐 글램핑(침대타입),http://www.dwhealingcamp.com/,경기 파주시 파평면 파평산로363번길 32-9,"199,000원","119,000원",,기준 2인 (최대 4인),4.43,"영업시간
입실 15:00퇴실 11:00",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,28,0,0,1,0,21,0,0,13,0,0,23,0,17,25,7,0,0,19,0,0,13,0,23,6,18,0,16,1,5,0
동화힐링캠프 글램핑,[당일7시간] VIP 럭셔리 카라반(13시~20시까지),http://www.dwhealingcamp.com/,경기 파주시 파평면 파평산로363번길 32-9,,,"219,000원",기준 2인 (최대 6인),4.42,"영업시간
입실 15:00퇴실 11:00",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0
동화힐링캠프 글램핑,[당일7시간이용] 숲속글램핑 (13시~20시까지),http://www.dwhealingcamp.com/,경기 파주시 파평면 파평산로363번길 32-9,,,"89,000원",기준 2인 (최대 4인),4.37,"영업시간
입실 15:00퇴실 11:00",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,12,0,0,2,0,5,0,0,1,0,0,6,0,1,7,2,0,0,15,0,0,3,0,8,0,9,0,5,0,2,0
동화힐링캠프 글램핑,[당일7시간이용] 온더힐글램핑 (13시~20시까지),http://www.dwhealingcamp.com/,경기 파주시 파평면 파평산로363번길 32-9,,,"89,000원",기준 2인 (최대 4인),4.76,"영업시간
입실 15:00퇴실 11:00",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,15,0,0,0,0,6,0,0,3,0,0,7,0,5,9,0,0,0,12,0,0,1,0,8,0,5,0,9,0,1,0
동화힐링캠프 글램핑,[당일7시간이용] 프리미엄글램핑 (13시~20시까지),http://www.dwhealingcamp.com/,경기 파주시 파평면 파평산로363번길 32-9,,,"139,000원",기준 2인 (최대 6인),4.42,"영업시간
입실 15:00퇴실 11:00",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,8,0,0,0,0,7,0,0,8,0,0,4,0,8,7,3,0,0,6,0,0,2,0,8,0,4,0,8,0,1,0
동화힐링캠프 글램핑,[당일7시간] Luxury 글램핑(풀옵션)13시-20시,http://www.dwhealingcamp.com/,경기 파주시 파평면 파평산로363번길 32-9,,,"189,000원",기준 2인 (최대 6인),4.42,"영업시간
입실 15:00퇴실 11:00",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
채움카라반글램핑리조트,서두르세요*매일 선착순5동 추가1만원할인*폴딩도어카라반,http://새연리조트카라반글램핑펜션.com,경기 가평군 조종면 운악청계로 898,"89,000원","69,000원",,기준 2인 (최대 5인),4.83,"영업시간
입실 15:00퇴실 11:00",1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,14,0,0,1,0,14,0,0,1,0,0,8,0,1,2,9,0,0,8,0,0,2,0,9,0,1,0,2,2,1,0
채움카라반글램핑리조트,신규오픈_계곡 폴딩도어카라반,http://새연리조트카라반글램핑펜션.com,경기 가평군 조종면 운악청계로 898,"339,000원","99,000원",,기준 2인 (최대 5인),4.83,"영업시간
입실 15:00퇴실 11:00",1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32,92,0,0,5,0,71,0,0,0,0,0,53,0,0,21,39,0,0,70,0,0,12,0,51,5,9,0,59,40,15,0
채움카라반글램핑리조트,신규오픈_계곡 시네마카라반,http://새연리조트카라반글램핑펜션.com,경기 가평군 조종면 운악청계로 898,"359,000원","119,000원",,기준 2인 (최대 6인),4.83,"영업시간
입실 15:00퇴실 11:00",1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33,59,0,0,8,0,60,0,0,0,0,0,42,0,0,9,21,0,0,42,0,0,11,0,43,2,8,0,37,21,11,0
채움카라반글램핑리조트,신규오픈_VIP스파카라반,http://새연리조트카라반글램핑펜션.com,경기 가평군 조종면 운악청계로 898,"389,000원","129,000원",,기준 2인 (최대 3인),4.83,"영업시간
입실 15:00퇴실 11:00",1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,15,25,0,0,6,0,24,0,0,0,0,0,25,0,0,7,17,0,0,15,0,0,1,0,15,1,7,0,7,4,4,0
채움카라반글램핑리조트,신규오픈_VIP카라반,http://새연리조트카라반글램핑펜션.com,경기 가평군 조종면 운악청계로 898,"359,000원","99,000원",,기준 2인 (최대 5인),4.83,"영업시간
입실 15:00퇴실 11:00",1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,51,77,0,0,9,0,85,0,0,0,0,0,61,0,0,15,45,0,0,60,0,0,17,0,49,2,13,0,22,19,16,0
채움카라반글램핑리조트,신규오픈_폴딩도어카라반,http://새연리조트카라반글램핑펜션.com,경기 가평군 조종면 운악청계로 898,"339,000원","79,000원",,기준 2인 (최대 5인),4.83,"영업시간
입실 15:00퇴실 11:00",1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,68,109,0,0,16,0,112,0,0,0,0,0,96,0,0,31,66,0,0,90,0,0,27,0,62,8,19,0,41,39,27,0
채움카라반글램핑리조트,신규오픈_시네마카라반,http://새연리조트카라반글램핑펜션.com,경기 가평군 조종면 운악청계로 898,"359,000원","99,000원",,기준 2인 (최대 6인),4.83,"영업시간
입실 15:00퇴실 11:00",1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28,54,0,0,1,0,57,0,0,0,0,0,44,0,0,19,21,0,0,34,0,0,12,0,36,5,7,0,19,15,8,0
채움카라반글램핑리조트,신규오픈_힐링편백룸펜션,http://새연리조트카라반글램핑펜션.com,경기 가평군 조종면 운악청계로 898,"289,000원","69,000원",,기준 2인 (최대 6인),4.83,"영업시간
입실 15:00퇴실 11:00",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,30,26,1,0,5,0,36,0,0,0,0,0,24,0,0,15,15,0,0,24,0,0,8,0,22,4,7,1,17,13,5,0
삐삐키즈풀빌라&카라반글램핑,해적선[침실3+화장실2] 오후3시입실오전11시퇴실,http://삐삐키즈풀빌라.com/,경기 가평군 상면 임초밤안골로 115-45 삐삐키즈풀빌라 글램핑 풀카라반,"1,090,000원","400,000원",,기준 4인 (최대 16인),,"영업시간
입실 15:00퇴실 11:00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,13,8,27,1,0,1,51,0,0,0,0,0,0,26,46,0,0,0,8,12,0,0,16,0,10,0,0,30,26,22,0,0
삐삐키즈풀빌라&카라반글램핑,산호방[침실3+화장실2] 오후1시입실 오전10시퇴실,http://삐삐키즈풀빌라.com/,경기 가평군 상면 임초밤안골로 115-45 삐삐키즈풀빌라 글램핑 풀카라반,"990,000원","260,000원",,기준 4인 (최대 14인),,"영업시간
입실 15:00퇴실 11:00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,12,9,26,0,0,0,36,0,0,0,0,0,0,23,30,0,0,0,5,8,0,0,14,0,8,0,0,14,17,20,0,0
삐삐키즈풀빌라&카라반글램핑,팩토리[침실2+화장실2]오후1시입실 오전10시퇴실,http://삐삐키즈풀빌라.com/,경기 가평군 상면 임초밤안골로 115-45 삐삐키즈풀빌라 글램핑 풀카라반,"750,000원","239,000원",,기준 4인 (최대 12인),,"영업시간
입실 15:00퇴실 11:00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,13,6,23,0,0,1,44,0,0,0,0,0,0,22,36,0,0,0,7,14,0,0,11,0,8,0,0,16,17,26,0,0
